Title,Price,Price/M2,AreaM2,Topology,Bedrooms,Condition,Location,AgencyName,ListingID,ImageURL,DetailsPage
Apartamento T1 em Construção em Aveiro,155 000 €,3 257 €/m²,"47,59 m²",T1,1,Em construção,"Glória e Vera Cruz, Aveiro",NC Real Estate,15804030,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im5ob290ZHloaGpnby1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.s2SGQW4cUWikAkXn9NEmL5nzBOV60aUpnNGk3bD5AWE/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-em-construcao-em-aveiro-ID14jlI.html
"Apartamento T1 Venda em Glória e Vera Cruz,Aveiro",155 000 €,2 903 €/m²,"53,40 m²",T1,1,Em construção,"Glória e Vera Cruz, Aveiro",Imobiz,14606830,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjN2dXMxMWM5MDl4NzEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.a-LbrkQbbmo45nUJSHn7-G5yLgs0RUhbQ73VmxXzNB8/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-venda-em-gloria-e-vera-cruz-aveiro-IDZhU2.html
"Apartamento T1 Venda em Glória e Vera Cruz,Aveiro",155 000 €,2 836 €/m²,"54,65 m²",T1,1,Em construção,"Glória e Vera Cruz, Aveiro",Gafinvest,15735909,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InNzeXJ6NDBkY3I2cTItRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.3k8rLkkM92O89sg0ihDmxD9897BkFE0nP15ylPbsUZ0/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-venda-em-gloria-e-vera-cruz-aveiro-ID141CZ.html
"Apartamento T1 Venda em Glória e Vera Cruz,Aveiro",155 000 €,3 028 €/m²,"51,19 m²",T1,1,Em construção,"Glória e Vera Cruz, Aveiro",Gafinvest,15735780,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ing4YnpmcnZkbGhrMy1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.g3QmObpdSWdYws24yDKwSmB2402KSH1aCrjCNwlcfe0/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-venda-em-gloria-e-vera-cruz-aveiro-ID141AU.html
"Apartamento T1 Venda em Glória e Vera Cruz,Aveiro",155 000 €,3 287 €/m²,"47,15 m²",T1,1,Em construção,"Glória e Vera Cruz, Aveiro",Gafinvest,15735834,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjRvbGQ4YnhwY3o3YjMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.RsYceJWvaQJBmgh8lKKqt5q2yH7j7rlv1HtG6MAC_Wo/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-venda-em-gloria-e-vera-cruz-aveiro-ID141BM.html
T1 Centro de Aveiro,155 000 €,2 583 €/m²,60 m²,T1,,,"Glória e Vera Cruz, Aveiro","Medicértima -  Sociedade de Mediação Imobiliária, Lda",15338148,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InpodnVoYjgwbWExOTItQVBUIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.ZhLQ_VVhwV9F41veGNTug-JpTUqSJkj_qCigoghOyeg/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/t1-centro-de-aveiro-ID12m9u.html
T1 Aveiro Centro,155 000 €,2 700 €/m²,"57,40 m²",T1,,,"Glória e Vera Cruz, Aveiro","Medicértima -  Sociedade de Mediação Imobiliária, Lda",15323060,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBiZ2ljc2YzcG50eTEtQVBUIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.sfvhnQYM-Itxhu76f6WozmZTrtEr4XZpxiOGkR9TR94/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/t1-aveiro-centro-ID12ie8.html
"Apartamento T1 Venda em Glória e Vera Cruz,Aveiro",155 000 €,2 836 €/m²,"54,65 m²",T1,1,Em construção,"Glória e Vera Cruz, Aveiro",Artte Consultores,14966388,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IndiODZ6dDhtZ2MxMDEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.puHI6aImhOY11qFCIs2RphQrUPCl7F99RycvKSm3qtY/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-venda-em-gloria-e-vera-cruz-aveiro-ID10Nrm.html
"Apartamento T1 Venda em Glória e Vera Cruz,Aveiro",155 000 €,3 027 €/m²,"51,21 m²",T1,1,Em construção,"Glória e Vera Cruz, Aveiro",Artte Consultores,14966385,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Im9oNWd4dGFqMms5NzEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.rCwiIDawD-2tJRI2831zHgnVFTZEFeUplGoOAyQC6_s/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-venda-em-gloria-e-vera-cruz-aveiro-ID10Nrj.html
"Apartamento T1 NOVO, centro da cidade de Aveiro - VENDA",155 000 €,2 981 €/m²,52 m²,T1,1,Novo,"Rua do Almirante Cândido dos Reis, Glória e Vera Cruz, Aveiro",EC Team  -  KW Área Aveiro,15690584,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjcxYmtmYnJpc2RpaS1BUFQiLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.fiEUzDQjqH3ZnOdSjLq7oreHI3J1P97FUTmPyRmGOdU/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-novo-centro-da-cidade-de-aveiro-venda-ID13PPV.html
Apartamento T1 no Campus da Universidade de Aveiro!!,152 000 €,3 040 €/m²,50 m²,T1,1,Usado,"Glória e Vera Cruz, Aveiro",Soluções Aveiro Imobiliária,15873933,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InphN2Z1MjJ2OW94OC1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.Dj5G1E9UwHN1gHloNk18wl2QTBDHY1TxuW6RrU5iNWQ/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-no-campus-da-universidade-de-aveiro-ID14Bxb.html
T1 + Mezanino no Centro de Aveiro,152 000 €,3 102 €/m²,49 m²,T1,1,Novo,"Glória e Vera Cruz, Aveiro",NextHouse,15977492,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InlsbHFxc3FmaDU3MjMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.zTBwH2muzIYjQDfclMLp_XoSJgAsTCMSYOpq9J1K8Dw/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/t1-mezanino-no-centro-de-aveiro-ID152tu.html
T1 Como Novo - Lugar de Garagem - Universidade | Aveiro C...,152 000 €,3 462 €/m²,"43,90 m²",T1,1,Usado,"Glória e Vera Cruz, Aveiro",A CASA DA JOANA,15912902,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImplcTU4YjBpOHZ5My1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.q2WhtpArPykIIOi78hOlG99_iG_YtwRj93gjB5GSz9E/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/t1-como-novo-lugar-de-garagem-universidade-aveiro-c-ID14LFI.html
Apartamento T1 como novo as portas da Universidade de Aveiro.,152 000 €,3 462 €/m²,"43,90 m²",T1,1,Usado,"Glória e Vera Cruz, Aveiro",Gafinvest,15884667,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IncxMWw5NzNmOGJrdS1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.O8OiS5v7wEAoJjDGu9ujX4qaHv4YSXovZTy7AvaSeNs/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-como-novo-as-portas-da-universidade-de-aveiro-ID14Ekj.html
Apartamento T1 Mezanino - Aveiro,152 000 €,3 102 €/m²,49 m²,T1,1,Em construção,"Glória e Vera Cruz, Aveiro",PurusHomes,15900977,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjRpZ3hqejBqemVseC1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.LQrp47rQ6FC5zbUSqD00a8Kg9kDvO8aTSvqIqw2OFak/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-mezanino-aveiro-ID14Izn.html
Apartamento T1  no Empreendimento COZY FINE LIVING,150 000 €,3 061 €/m²,49 m²,T1,,Em construção,"Glória e Vera Cruz, Aveiro",Imofacil - Sociedade Imobiliaria,15204940,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imthc3pkc2Via3F4eS1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.Yrek1qBKcSZaPglYN8VJrK4wxEGI5XUMMh-xAXRI9sI/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-no-empreendimento-cozy-fine-living-ID11NuY.html
Apartamento T1 Venda Aveiro,150 000 €,3 061 €/m²,49 m²,T1,,Em construção,"Esgueira, Aveiro",Sol Prime,15426186,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImM2OXJnN3ZkODc1cDEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.4nQl2fcZXQd66t-2vrFbNWf0msmVkhlwVqKNdX8Gk4c/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-venda-aveiro-ID12J3s.html
Apartamento T1,150 000 €,3 061 €/m²,49 m²,T1,2,Em construção,"Glória e Vera Cruz, Aveiro",PP Consultores,15920085,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imt1NnpnbmM5eWZmbDEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.aJA7j0Yf-YFd7ufYNESeZn5qbs78uKQIkR6v3Y5AJDg/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-ID14Nxz.html
Apartamento T1,150 000 €,1 765 €/m²,85 m²,T1,,Em construção,"Eixo e Eirol, Aveiro",PP Consultores,14376430,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImRqeXg4YXdkMHRwZi1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.COs2mg9qgPvCc-u_pIwPgTtBOqr3quJ5YKrGI7lFqns/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-IDYjXU.html
"Apartamento T1 Novo no centro da Cidade, perto da estação...",150 000 €,2 500 €/m²,60 m²,T1,1,Novo,"Avenida 5 de Outubro, Glória e Vera Cruz, Aveiro",Arcada Imobiliária - Bairro do Liceu,15272318,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Ijd6bmkxMG1idG16djItRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.TPxCVA5BcFjA7oNogh8yvkX_9G12Yr7e3k6KjVWqU1Y/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-novo-no-centro-da-cidade-perto-da-estacao-ID1251I.html
Apartamento T1 Novo,150 000 €,2 778 €/m²,54 m²,T1,1,Em construção,"Glória e Vera Cruz, Aveiro",NextHouse,16002361,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjN6bnR0azZ5amI1ay1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.-e1J6n_UVuT5u3az7_XihAhWS4dXlZ9m7V3PNcTHlJ8/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-novo-ID158VB.html
Apartamento T1,150 000 €,915 €/m²,164 m²,T1,,Em construção,"Eixo e Eirol, Aveiro",PP Consultores,15920093,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImIyOWV2eGg0cmV4ZDItRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.mSOGeKQzO3NT0QL0FZH1pYgk1MkoR_DujcSlyst0NJc/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-ID14NxH.html
"Apartamento T1 Venda em Glória e Vera Cruz,Aveiro",150 000 €,2 676 €/m²,"56,05 m²",T1,1,Em construção,"Glória e Vera Cruz, Aveiro",Imobiz,14998731,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjFzN3Nidzh4OXJseC1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.B404hPNUeWFh7ZoSasXesB_Ts9yTz6fMbJQ9y737Y3s/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-venda-em-gloria-e-vera-cruz-aveiro-ID10WR1.html
Apartamento T1 em Aveiro,150 000 €,3 125 €/m²,48 m²,T1,,Em construção,"Glória e Vera Cruz, Aveiro","Consolidar Sonhos - Imobiliária, Lda",15297335,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Imdtc291M3BzY3VnbjEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.gSV4ReqzTMqzprrjk0KX0XHetCTOQSgBhHXtmRPGcRg/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-em-aveiro-ID12bxd.html
Apartamento T1 Duplex em Aveiro,150 000 €,2 542 €/m²,59 m²,T1,,Em construção,"Glória e Vera Cruz, Aveiro","Consolidar Sonhos - Imobiliária, Lda",15030467,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImJ5OW1qMnhkZXh6ZjMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.5x382mWxTUHpNaoWrsohidzbtBPwRPLntpsQBO35Ig4/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-duplex-em-aveiro-ID1146T.html
Apartamento T1 - Aveiro centro,150 000 €,2 727 €/m²,55 m²,T1,1,Novo,"Glória e Vera Cruz, Aveiro",Domustag,15855534,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImtvajdmdXNkNHZ0YTEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.DXomnpesOkEnO8pcpKe-zk9rnV4PnADz-OIHwSgiP1c/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-aveiro-centro-ID14vKq.html
T1 Novo + Lugar de Garagem - Aveiro Centro,150 000 €,2 745 €/m²,"54,65 m²",T1,1,Novo,"Glória e Vera Cruz, Aveiro",A CASA DA JOANA,16002869,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjQ5dzNvN2k5bW50ZTMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.0wS1wuXAbT_Ww0bYeN8SOUI991QGAbENpgliTkc0bhQ/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/t1-novo-lugar-de-garagem-aveiro-centro-ID1594N.html
Apartamento T1,150 000 €,3 088 €/m²,"48,58 m²",T1,1,Em construção,"Glória e Vera Cruz, Aveiro",Villè | Real Estate,15127647,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImRiMnV5Y2c4cHB6ei1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.heqriUfXSHnawQZck7QcfzBXfdO-2yP3bpIUXUQVUng/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-ID11toj.html
Apartamento T1,150 000 €,2 676 €/m²,"56,05 m²",T1,1,Em construção,"Glória e Vera Cruz, Aveiro",Villè | Real Estate,15051717,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImFpaGxrNDRzZnNpNTMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.STCyuiiPsaqmFk7MbqDWUcI8cqNE4MG5XKtvdKmsePo/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-ID119DD.html
Apartamento T1 Centro de Aveiro em Inicio de Construção,150 000 €,3 472 €/m²,"43,20 m²",T1,1,Em construção,"Glória e Vera Cruz, Aveiro",PurusHomes,15043710,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImRwdjZvNmdkNDR4My1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.rAXykIOJgXfYctOFA7C1CmKLmsRRBkGuJhX-n6_Mnzo/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-centro-de-aveiro-em-inicio-de-construcao-ID117yu.html
T1 Aveiro Centro,150 000 €,2 419 €/m²,62 m²,T1,,Em construção,"Glória e Vera Cruz, Aveiro","Medicértima -  Sociedade de Mediação Imobiliária, Lda",15479658,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImxyaXpva3NsZWFhdTItQVBUIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.EpUZT0lBvgBLf2dbVry49tT5gxoQWbW_LX1gLIaPqdk/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/t1-aveiro-centro-ID12VXU.html
Apartamento T1 Centro da Cidade,150 000 €,2 885 €/m²,52 m²,T1,1,Em construção,"Glória e Vera Cruz, Aveiro",Casaveiro Imobiliária,15504121,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjRubXFqN3NzOGhnZDMtRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.E-BhR0doX89bBdzVKiGKpPlZ1lzyTUFcCSyAbm3gmBs/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-centro-da-cidade-ID133kt.html
Apartamento T1+1 Duplex Novo no Centro de Aveiro!!,149 000 €,2 980 €/m²,50 m²,T1,1,Novo,"Glória e Vera Cruz, Aveiro",Soluções Aveiro Imobiliária,15986006,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjFkYm5qMGlmamtpYjItRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.Hp0olbiitqShLkPq2mYQ_8G0EPFyUXnY3Ys3Z9h-XAI/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-1-duplex-novo-no-centro-de-aveiro-ID154GO.html
"Apartamento T1 Venda em Glória e Vera Cruz,Aveiro",149 000 €,3 634 €/m²,41 m²,T1,1,Em construção,"Glória e Vera Cruz, Aveiro",Imobiz,15063050,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InlpbXE4ZG5majRtdS1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.Fj8QOrTshw-gAHDjrcTHpwMU8H1pkX9ei6UuDEjvdmc/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-venda-em-gloria-e-vera-cruz-aveiro-ID11cAq.html
Apartamento T1+1 Duplex em Aveiro,149 000 €,2 980 €/m²,50 m²,T1,1,Novo,"Glória e Vera Cruz, Aveiro",NC Real Estate,15994772,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IndoMHVheDhuNnRweS1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.Q7_5aWQEEb-UFUDZsVYX8VNkbs50wsG_P4_AKWmTv94/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-1-duplex-em-aveiro-ID156Yc.html
"Apartamento T1 Venda em Glória e Vera Cruz,Aveiro",149 000 €,2 980 €/m²,50 m²,T1,1,Em construção,"Glória e Vera Cruz, Aveiro",Imobiz,14606824,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImNhczhoc3UzenpjNjEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.K3euzHGk7SfBAgTyeLemKSAayZTOAFhQ7EmGleAl2uM/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-venda-em-gloria-e-vera-cruz-aveiro-IDZhTV.html
Apartamento T1 - Perto da Universidade,149 000 €,2 980 €/m²,50 m²,T1,1,Usado,"Glória e Vera Cruz, Aveiro",PREDIMED PORTUGAL,15770656,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6Impud2tiMDI4cjNxMzEtRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.NMWinmVqV7UFYQWno7kQtY3n7-vrWXdDJNiCW9lYS7g/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-perto-da-universidade-ID14aFq.html
"Apartamento T1 Venda em Glória e Vera Cruz,Aveiro",149 000 €,3 825 €/m²,"38,95 m²",T1,1,Em construção,"Glória e Vera Cruz, Aveiro",Gafinvest,15735848,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6InBka2JqcjcxajB2bS1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.Z7XhKlHvpBmbnxVq_5llDf3D8ZBgchfNmaUCsdb9npk/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-venda-em-gloria-e-vera-cruz-aveiro-ID141C0.html
Apartamento T1 moderno e terraço - próximo da Estação,147 500 €,4 917 €/m²,30 m²,T1,1,Em construção,"Glória e Vera Cruz, Aveiro",NovaImagem - Imobiliária,15879161,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjgxcDM5eTM5em02NC1BUFQiLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.VRlQxXwO0QgKcO52uFr_uniN2tOeDMIfSG-v3Ufq3_Q/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-moderno-e-terraco-proximo-da-estacao-ID14CTw.html
Apartamento T1 com Terraço e Garagem,147 500 €,3 430 €/m²,43 m²,T1,1,Em construção,"Glória e Vera Cruz, Aveiro",Sol Prime,15865767,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjFmajUwaGQ0cTlkaTItRUNPU1lTVEVNIiwidyI6W3siZm4iOiI0amFmcGw5aDNmZ3QtQVBUIiwicyI6IjE0IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.5_DvIJG4zPEXQT8ptf1OpYniCEQc6b4bRoG7VSQZ-So/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-com-terraco-e-garagem-ID14zpt.html
"Apartamento T1 Venda em Glória e Vera Cruz,Aveiro",147 500 €,3 430 €/m²,43 m²,T1,,Em construção,"Glória e Vera Cruz, Aveiro",Ana Graça - Mediação Imobiliária Unipessoal Lda,15932521,https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImN5b2VhZGw5aWZ4eC1FQ09TWVNURU0iLCJ3IjpbeyJmbiI6IjRqYWZwbDloM2ZndC1BUFQiLCJzIjoiMTQiLCJwIjoiMTAsLTEwIiwiYSI6IjAifV19.ngEbqr_h3nvc6VhZ1Zcy-L_Mn3JTdGIdyt2katic-II/image;s=1280x1024;q=80,https://www.imovirtual.com/pt/anuncio/apartamento-t1-venda-em-gloria-e-vera-cruz-aveiro-ID14QM9.html
